Postaja,Leto,Mesec,SO2
ljubljana b.,2002,Dec,14.0
maribor,2002,Dec,9.0
celje,2002,Dec,13.0
trbovlje,2002,Dec,17.0
hrastnik,2002,Dec,12.0
zagorje,2002,Dec,25.0
nova gorica,2002,Dec,7.0
murska s.-rakican,2002,Dec,10.0
sostanj,2002,Dec,14.0
topolsica,2002,Dec,12.0
veliki vrh,2002,Dec,35.0
zavodnje,2002,Dec,18.0
velenje,2002,Dec,10.0
graska gora,2002,Dec,8.0
skale,2002,Dec,12.0
kovk,2002,Dec,41.0
dobovec,2002,Dec,22.0
kum,2002,Dec,
ravenska vas,2002,Dec,72.0
vnajnarje,2002,Dec,14.0
eis krsko,2002,Dec,17.0
ljubljana b.,2003,Jan,19.0
maribor,2003,Jan,12.0
celje,2003,Jan,25.0
trbovlje,2003,Jan,21.0
hrastnik,2003,Jan,12.0
zagorje,2003,Jan,23.0
nova gorica,2003,Jan,7.0
murska s.-rakican,2003,Jan,7.0
sostanj,2003,Jan,11.0
topolsica,2003,Jan,9.0
veliki vrh,2003,Jan,78.0
zavodnje,2003,Jan,11.0
velenje,2003,Jan,11.0
graska gora,2003,Jan,5.0
pesje,2003,Jan,22.0
skale,2003,Jan,10.0
kovk,2003,Jan,44.0
dobovec,2003,Jan,43.0
kum,2003,Jan,
ravenska vas,2003,Jan,50.0
vnajnarje,2003,Jan,14.0
eis celje,2003,Jan,13.0
eis krsko,2003,Jan,42.0
ljubljana b.,2003,Feb,20.0
maribor,2003,Feb,11.0
celje,2003,Feb,19.0
trbovlje,2003,Feb,21.0
hrastnik,2003,Feb,13.0
zagorje,2003,Feb,42.0
nova gorica,2003,Feb,7.0
murska s.-rakican,2003,Feb,8.0
sostanj,2003,Feb,20.0
topolsica,2003,Feb,17.0
veliki vrh,2003,Feb,64.0
zavodnje,2003,Feb,17.0
velenje,2003,Feb,12.0
graska gora,2003,Feb,10.0
pesje,2003,Feb,27.0
skale,2003,Feb,13.0
kovk,2003,Feb,45.0
dobovec,2003,Feb,48.0
kum,2003,Feb,
ravenska vas,2003,Feb,82.0
vnajnarje,2003,Feb,21.0
eis celje,2003,Feb,9.0
eis krsko,2003,Feb,17.0
ljubljana b.,2003,Mar,14.0
maribor,2003,Mar,11.0
celje,2003,Mar,13.0
trbovlje,2003,Mar,14.0
hrastnik,2003,Mar,16.0
zagorje,2003,Mar,32.0
nova gorica,2003,Mar,7.0
murska s.-rakican,2003,Mar,6.0
sostanj,2003,Mar,25.0
topolsica,2003,Mar,21.0
veliki vrh,2003,Mar,47.0
zavodnje,2003,Mar,31.0
velenje,2003,Mar,15.0
graska gora,2003,Mar,9.0
pesje,2003,Mar,26.0
skale,2003,Mar,13.0
kovk,2003,Mar,78.0
dobovec,2003,Mar,23.0
kum,2003,Mar,
ravenska vas,2003,Mar,73.0
vnajnarje,2003,Mar,13.0
eis celje,2003,Mar,5.0
eis krsko,2003,Mar,75.0
ljubljana b.,2003,Apr,7.0
maribor,2003,Apr,7.0
celje,2003,Apr,6.0
trbovlje,2003,Apr,8.0
hrastnik,2003,Apr,7.0
zagorje,2003,Apr,11.0
nova gorica,2003,Apr,4.0
murska s.-rakican,2003,Apr,5.0
sostanj,2003,Apr,17.0
topolsica,2003,Apr,10.0
veliki vrh,2003,Apr,28.0
zavodnje,2003,Apr,7.0
velenje,2003,Apr,7.0
graska gora,2003,Apr,10.0
pesje,2003,Apr,6.0
skale,2003,Apr,15.0
kovk,2003,Apr,26.0
dobovec,2003,Apr,13.0
kum,2003,Apr,
ravenska vas,2003,Apr,45.0
vnajnarje,2003,Apr,8.0
eis celje,2003,Apr,3.0
eis krsko,2003,Apr,36.0
ljubljana b.,2003,Maj,6.0
maribor,2003,Maj,6.0
celje,2003,Maj,5.0
trbovlje,2003,Maj,19.0
hrastnik,2003,Maj,7.0
zagorje,2003,Maj,13.0
nova gorica,2003,Maj,7.0
murska s.-rakican,2003,Maj,6.0
sostanj,2003,Maj,37.0
topolsica,2003,Maj,17.0
veliki vrh,2003,Maj,33.0
zavodnje,2003,Maj,14.0
velenje,2003,Maj,11.0
graska gora,2003,Maj,12.0
pesje,2003,Maj,15.0
skale,2003,Maj,15.0
kovk,2003,Maj,59.0
dobovec,2003,Maj,42.0
kum,2003,Maj,
ravenska vas,2003,Maj,73.0
vnajnarje,2003,Maj,6.0
eis celje,2003,Maj,2.0
eis krsko,2003,Maj,90.0
ljubljana b.,2003,Jun,9.0
maribor,2003,Jun,8.0
celje,2003,Jun,6.0
trbovlje,2003,Jun,22.0
hrastnik,2003,Jun,3.0
zagorje,2003,Jun,24.0
nova gorica,2003,Jun,8.0
murska s.-rakican,2003,Jun,5.0
sostanj,2003,Jun,28.0
topolsica,2003,Jun,19.0
veliki vrh,2003,Jun,36.0
zavodnje,2003,Jun,13.0
velenje,2003,Jun,14.0
graska gora,2003,Jun,11.0
pesje,2003,Jun,12.0
skale,2003,Jun,18.0
kovk,2003,Jun,69.0
dobovec,2003,Jun,32.0
kum,2003,Jun,26.0
ravenska vas,2003,Jun,82.0
vnajnarje,2003,Jun,9.0
eis celje,2003,Jun,2.0
eis krsko,2003,Jun,55.0
ljubljana b.,2003,Jul,8.0
maribor,2003,Jul,6.0
celje,2003,Jul,5.0
trbovlje,2003,Jul,21.0
hrastnik,2003,Jul,10.0
zagorje,2003,Jul,19.0
nova gorica,2003,Jul,6.0
murska s.-rakican,2003,Jul,4.0
sostanj,2003,Jul,35.0
topolsica,2003,Jul,24.0
veliki vrh,2003,Jul,45.0
zavodnje,2003,Jul,16.0
velenje,2003,Jul,9.0
graska gora,2003,Jul,18.0
pesje,2003,Jul,16.0
skale,2003,Jul,17.0
kovk,2003,Jul,36.0
dobovec,2003,Jul,56.0
kum,2003,Jul,6.0
ravenska vas,2003,Jul,57.0
vnajnarje,2003,Jul,8.0
eis celje,2003,Jul,3.0
eis krsko,2003,Jul,56.0
ljubljana b.,2003,Avg,7.0
maribor,2003,Avg,5.0
celje,2003,Avg,4.0
trbovlje,2003,Avg,8.0
hrastnik,2003,Avg,3.0
zagorje,2003,Avg,5.0
nova gorica,2003,Avg,10.0
murska s.-rakican,2003,Avg,6.0
sostanj,2003,Avg,30.0
topolsica,2003,Avg,29.0
veliki vrh,2003,Avg,59.0
zavodnje,2003,Avg,16.0
velenje,2003,Avg,3.0
graska gora,2003,Avg,15.0
pesje,2003,Avg,18.0
skale,2003,Avg,9.0
kovk,2003,Avg,3.0
dobovec,2003,Avg,3.0
kum,2003,Avg,12.0
ravenska vas,2003,Avg,14.0
vnajnarje,2003,Avg,3.0
eis celje,2003,Avg,2.0
eis krsko,2003,Avg,97.0
ljubljana b.,2003,Sep,8.0
maribor,2003,Sep,10.0
celje,2003,Sep,7.0
trbovlje,2003,Sep,21.0
hrastnik,2003,Sep,10.0
zagorje,2003,Sep,28.0
nova gorica,2003,Sep,8.0
murska s.-rakican,2003,Sep,4.0
sostanj,2003,Sep,22.0
topolsica,2003,Sep,18.0
veliki vrh,2003,Sep,41.0
zavodnje,2003,Sep,13.0
velenje,2003,Sep,2.0
graska gora,2003,Sep,8.0
pesje,2003,Sep,10.0
skale,2003,Sep,7.0
kovk,2003,Sep,43.0
dobovec,2003,Sep,41.0
kum,2003,Sep,13.0
ravenska vas,2003,Sep,59.0
vnajnarje,2003,Sep,7.0
eis celje,2003,Sep,3.0
eis krsko,2003,Sep,54.0
ljubljana b.,2003,Okt,13.0
maribor,2003,Okt,9.0
celje,2003,Okt,11.0
trbovlje,2003,Okt,10.0
hrastnik,2003,Okt,8.0
zagorje,2003,Okt,17.0
nova gorica,2003,Okt,5.0
murska s.-rakican,2003,Okt,5.0
sostanj,2003,Okt,33.0
topolsica,2003,Okt,5.0
veliki vrh,2003,Okt,22.0
zavodnje,2003,Okt,10.0
velenje,2003,Okt,4.0
graska gora,2003,Okt,9.0
pesje,2003,Okt,7.0
skale,2003,Okt,6.0
kovk,2003,Okt,73.0
dobovec,2003,Okt,12.0
kum,2003,Okt,13.0
ravenska vas,2003,Okt,55.0
vnajnarje,2003,Okt,13.0
eis celje,2003,Okt,6.0
eis krsko,2003,Okt,27.0
ljubljana b.,2003,Nov,10.0
maribor,2003,Nov,9.0
celje,2003,Nov,10.0
trbovlje,2003,Nov,11.0
hrastnik,2003,Nov,8.0
zagorje,2003,Nov,12.0
nova gorica,2003,Nov,6.0
murska s.-rakican,2003,Nov,5.0
sostanj,2003,Nov,19.0
topolsica,2003,Nov,14.0
veliki vrh,2003,Nov,36.0
zavodnje,2003,Nov,15.0
velenje,2003,Nov,2.0
graska gora,2003,Nov,8.0
pesje,2003,Nov,10.0
skale,2003,Nov,11.0
kovk,2003,Nov,72.0
dobovec,2003,Nov,9.0
kum,2003,Nov,6.0
ravenska vas,2003,Nov,56.0
vnajnarje,2003,Nov,12.0
eis celje,2003,Nov,
eis krsko,2003,Nov,57.0
ljubljana b.,2003,Dec,9.0
maribor,2003,Dec,15.0
celje,2003,Dec,15.0
trbovlje,2003,Dec,18.0
hrastnik,2003,Dec,8.0
zagorje,2003,Dec,22.0
nova gorica,2003,Dec,7.0
murska s.-rakican,2003,Dec,6.0
sostanj,2003,Dec,16.0
topolsica,2003,Dec,10.0
veliki vrh,2003,Dec,51.0
zavodnje,2003,Dec,19.0
velenje,2003,Dec,5.0
graska gora,2003,Dec,8.0
pesje,2003,Dec,16.0
skale,2003,Dec,14.0
kovk,2003,Dec,85.0
dobovec,2003,Dec,21.0
kum,2003,Dec,
ravenska vas,2003,Dec,77.0
vnajnarje,2003,Dec,10.0
eis celje,2003,Dec,
eis krsko,2003,Dec,53.0
ljubljana b.,2004,Jan,10.0
maribor,2004,Jan,8.0
celje,2004,Jan,17.0
trbovlje,2004,Jan,10.0
hrastnik,2004,Jan,10.0
zagorje,2004,Jan,21.0
nova gorica,2004,Jan,6.0
murska s.-rakican,2004,Jan,6.0
sostanj,2004,Jan,16.0
topolsica,2004,Jan,8.0
veliki vrh,2004,Jan,41.0
zavodnje,2004,Jan,16.0
velenje,2004,Jan,7.0
graska gora,2004,Jan,8.0
pesje,2004,Jan,9.0
skale,2004,Jan,11.0
kovk,2004,Jan,71.0
dobovec,2004,Jan,26.0
kum,2004,Jan,5.0
ravenska vas,2004,Jan,33.0
vnajnarje,2004,Jan,11.0
eis celje,2004,Jan,8.0
eis krsko,2004,Jan,31.0
eis teb,2004,Jan,16.0
ljubljana b.,2004,Feb,11.0
maribor,2004,Feb,9.0
celje,2004,Feb,14.0
trbovlje,2004,Feb,12.0
hrastnik,2004,Feb,5.0
zagorje,2004,Feb,23.0
nova gorica,2004,Feb,6.0
murska s.-rakican,2004,Feb,9.0
sostanj,2004,Feb,7.0
topolsica,2004,Feb,6.0
veliki vrh,2004,Feb,34.0
zavodnje,2004,Feb,8.0
velenje,2004,Feb,8.0
graska gora,2004,Feb,7.0
pesje,2004,Feb,9.0
skale,2004,Feb,10.0
kovk,2004,Feb,113.0
dobovec,2004,Feb,31.0
kum,2004,Feb,8.0
ravenska vas,2004,Feb,38.0
vnajnarje,2004,Feb,13.0
eis celje,2004,Feb,10.0
eis krsko,2004,Feb,84.0
eis teb,2004,Feb,17.0
ljubljana b.,2004,Mar,13.0
maribor,2004,Mar,10.0
celje,2004,Mar,12.0
trbovlje,2004,Mar,20.0
hrastnik,2004,Mar,12.0
zagorje,2004,Mar,30.0
nova gorica,2004,Mar,6.0
murska s.-rakican,2004,Mar,5.0
sostanj,2004,Mar,14.0
topolsica,2004,Mar,8.0
veliki vrh,2004,Mar,30.0
zavodnje,2004,Mar,11.0
velenje,2004,Mar,8.0
graska gora,2004,Mar,10.0
pesje,2004,Mar,9.0
skale,2004,Mar,11.0
kovk,2004,Mar,78.0
dobovec,2004,Mar,19.0
kum,2004,Mar,5.0
ravenska vas,2004,Mar,80.0
vnajnarje,2004,Mar,11.0
eis celje,2004,Mar,5.0
eis krsko,2004,Mar,37.0
eis teb,2004,Mar,9.0
ljubljana b.,2004,Apr,7.0
maribor,2004,Apr,9.0
celje,2004,Apr,13.0
trbovlje,2004,Apr,9.0
hrastnik,2004,Apr,11.0
zagorje,2004,Apr,14.0
nova gorica,2004,Apr,3.0
murska s.-rakican,2004,Apr,4.0
sostanj,2004,Apr,9.0
topolsica,2004,Apr,5.0
veliki vrh,2004,Apr,14.0
zavodnje,2004,Apr,5.0
velenje,2004,Apr,5.0
graska gora,2004,Apr,5.0
pesje,2004,Apr,5.0
skale,2004,Apr,8.0
kovk,2004,Apr,35.0
dobovec,2004,Apr,17.0
kum,2004,Apr,5.0
ravenska vas,2004,Apr,41.0
vnajnarje,2004,Apr,9.0
eis celje,2004,Apr,4.0
eis krsko,2004,Apr,42.0
eis teb,2004,Apr,6.0
ljubljana b.,2004,Maj,5.0
maribor,2004,Maj,8.0
celje,2004,Maj,6.0
trbovlje,2004,Maj,7.0
hrastnik,2004,Maj,10.0
zagorje,2004,Maj,13.0
nova gorica,2004,Maj,5.0
murska s.-rakican,2004,Maj,3.0
sostanj,2004,Maj,9.0
topolsica,2004,Maj,6.0
veliki vrh,2004,Maj,17.0
zavodnje,2004,Maj,5.0
velenje,2004,Maj,4.0
graska gora,2004,Maj,7.0
pesje,2004,Maj,5.0
skale,2004,Maj,8.0
kovk,2004,Maj,57.0
dobovec,2004,Maj,12.0
kum,2004,Maj,3.0
ravenska vas,2004,Maj,34.0
vnajnarje,2004,Maj,5.0
eis celje,2004,Maj,3.0
eis krsko,2004,Maj,44.0
eis teb,2004,Maj,7.0
ljubljana b.,2004,Jun,4.0
maribor,2004,Jun,6.0
celje,2004,Jun,5.0
trbovlje,2004,Jun,3.0
hrastnik,2004,Jun,4.0
zagorje,2004,Jun,5.0
nova gorica,2004,Jun,8.0
murska s.-rakican,2004,Jun,4.0
sostanj,2004,Jun,20.0
topolsica,2004,Jun,7.0
veliki vrh,2004,Jun,36.0
zavodnje,2004,Jun,6.0
velenje,2004,Jun,3.0
graska gora,2004,Jun,3.0
pesje,2004,Jun,4.0
skale,2004,Jun,4.0
kovk,2004,Jun,15.0
dobovec,2004,Jun,9.0
kum,2004,Jun,2.0
ravenska vas,2004,Jun,18.0
vnajnarje,2004,Jun,4.0
eis celje,2004,Jun,1.0
eis krsko,2004,Jun,40.0
eis teb,2004,Jun,
ljubljana b.,2004,Jul,4.0
maribor,2004,Jul,7.0
celje,2004,Jul,4.0
trbovlje,2004,Jul,4.0
hrastnik,2004,Jul,6.0
zagorje,2004,Jul,3.0
nova gorica,2004,Jul,5.0
murska s.-rakican,2004,Jul,3.0
sostanj,2004,Jul,19.0
topolsica,2004,Jul,5.0
veliki vrh,2004,Jul,31.0
zavodnje,2004,Jul,6.0
velenje,2004,Jul,5.0
graska gora,2004,Jul,4.0
pesje,2004,Jul,5.0
skale,2004,Jul,3.0
kovk,2004,Jul,23.0
dobovec,2004,Jul,8.0
kum,2004,Jul,5.0
ravenska vas,2004,Jul,13.0
vnajnarje,2004,Jul,4.0
eis celje,2004,Jul,2.0
eis krsko,2004,Jul,39.0
eis teb,2004,Jul,15.0
ljubljana b.,2004,Avg,5.0
maribor,2004,Avg,6.0
celje,2004,Avg,6.0
trbovlje,2004,Avg,8.0
hrastnik,2004,Avg,15.0
zagorje,2004,Avg,11.0
nova gorica,2004,Avg,3.0
murska s.-rakican,2004,Avg,5.0
sostanj,2004,Avg,16.0
topolsica,2004,Avg,3.0
veliki vrh,2004,Avg,20.0
zavodnje,2004,Avg,7.0
velenje,2004,Avg,5.0
graska gora,2004,Avg,6.0
pesje,2004,Avg,6.0
skale,2004,Avg,6.0
kovk,2004,Avg,61.0
dobovec,2004,Avg,36.0
kum,2004,Avg,6.0
ravenska vas,2004,Avg,34.0
vnajnarje,2004,Avg,3.0
eis celje,2004,Avg,3.0
eis krsko,2004,Avg,43.0
eis teb,2004,Avg,11.0
ljubljana b.,2004,Sep,7.0
maribor,2004,Sep,6.0
celje,2004,Sep,6.0
trbovlje,2004,Sep,8.0
hrastnik,2004,Sep,16.0
zagorje,2004,Sep,18.0
nova gorica,2004,Sep,7.0
murska s.-rakican,2004,Sep,4.0
sostanj,2004,Sep,14.0
topolsica,2004,Sep,4.0
veliki vrh,2004,Sep,34.0
zavodnje,2004,Sep,5.0
velenje,2004,Sep,5.0
graska gora,2004,Sep,6.0
pesje,2004,Sep,7.0
skale,2004,Sep,7.0
kovk,2004,Sep,50.0
dobovec,2004,Sep,37.0
kum,2004,Sep,3.0
ravenska vas,2004,Sep,39.0
vnajnarje,2004,Sep,10.0
eis celje,2004,Sep,
eis krsko,2004,Sep,21.0
eis teb,2004,Sep,9.0
ljubljana b.,2004,Okt,5.0
maribor,2004,Okt,8.0
celje,2004,Okt,9.0
trbovlje,2004,Okt,6.0
hrastnik,2004,Okt,12.0
zagorje,2004,Okt,6.0
nova gorica,2004,Okt,7.0
murska s.-rakican,2004,Okt,4.0
sostanj,2004,Okt,12.0
topolsica,2004,Okt,4.0
veliki vrh,2004,Okt,27.0
zavodnje,2004,Okt,5.0
velenje,2004,Okt,4.0
graska gora,2004,Okt,4.0
pesje,2004,Okt,4.0
skale,2004,Okt,7.0
kovk,2004,Okt,81.0
dobovec,2004,Okt,12.0
kum,2004,Okt,2.0
ravenska vas,2004,Okt,19.0
vnajnarje,2004,Okt,6.0
eis celje,2004,Okt,
eis krsko,2004,Okt,29.0
eis teb,2004,Okt,10.0
ljubljana b.,2004,Nov,9.0
maribor,2004,Nov,10.0
celje,2004,Nov,12.0
trbovlje,2004,Nov,22.0
hrastnik,2004,Nov,14.0
zagorje,2004,Nov,26.0
nova gorica,2004,Nov,10.0
murska s.-rakican,2004,Nov,6.0
sostanj,2004,Nov,9.0
topolsica,2004,Nov,4.0
veliki vrh,2004,Nov,40.0
zavodnje,2004,Nov,11.0
velenje,2004,Nov,6.0
graska gora,2004,Nov,4.0
pesje,2004,Nov,9.0
skale,2004,Nov,9.0
kovk,2004,Nov,65.0
dobovec,2004,Nov,52.0
kum,2004,Nov,6.0
ravenska vas,2004,Nov,49.0
vnajnarje,2004,Nov,10.0
eis celje,2004,Nov,4.0
eis krsko,2004,Nov,25.0
eis teb,2004,Nov,6.0
ljubljana b.,2004,Dec,13.0
maribor,2004,Dec,8.0
celje,2004,Dec,21.0
trbovlje,2004,Dec,16.0
hrastnik,2004,Dec,58.0
zagorje,2004,Dec,66.0
nova gorica,2004,Dec,16.0
murska s.-rakican,2004,Dec,6.0
sostanj,2004,Dec,12.0
topolsica,2004,Dec,13.0
veliki vrh,2004,Dec,37.0
zavodnje,2004,Dec,15.0
velenje,2004,Dec,11.0
graska gora,2004,Dec,10.0
pesje,2004,Dec,13.0
skale,2004,Dec,13.0
kovk,2004,Dec,105.0
dobovec,2004,Dec,120.0
kum,2004,Dec,3.0
ravenska vas,2004,Dec,118.0
vnajnarje,2004,Dec,16.0
eis celje,2004,Dec,10.0
eis krsko,2004,Dec,21.0
eis teb,2004,Dec,9.0
ljubljana b.,2005,Jan,8.0
maribor,2005,Jan,11.0
celje,2005,Jan,14.0
trbovlje,2005,Jan,12.0
hrastnik,2005,Jan,12.0
zagorje,2005,Jan,20.0
murska s.-rakican,2005,Jan,6.0
nova gorica,2005,Jan,8.0
sostanj,2005,Jan,7.0
topolsica,2005,Jan,6.0
veliki vrh,2005,Jan,51.0
zavodnje,2005,Jan,14.0
velenje,2005,Jan,8.0
graska gora,2005,Jan,6.0
pesje,2005,Jan,8.0
skale,2005,Jan,8.0
kovk,2005,Jan,48.0
dobovec,2005,Jan,66.0
kum,2005,Jan,10.0
ravenska vas,2005,Jan,61.0
vnajnarje,2005,Jan,9.0
eis celje,2005,Jan,6.0
eis krsko,2005,Jan,73.0
eis teb,2005,Jan,7.0
ljubljana b.,2005,Feb,15.0
maribor,2005,Feb,14.0
celje,2005,Feb,16.0
trbovlje,2005,Feb,20.0
hrastnik,2005,Feb,15.0
zagorje,2005,Feb,36.0
murska s.-rakican,2005,Feb,12.0
nova gorica,2005,Feb,9.0
sostanj,2005,Feb,10.0
topolsica,2005,Feb,7.0
veliki vrh,2005,Feb,35.0
zavodnje,2005,Feb,15.0
velenje,2005,Feb,7.0
graska gora,2005,Feb,9.0
pesje,2005,Feb,11.0
skale,2005,Feb,12.0
kovk,2005,Feb,31.0
dobovec,2005,Feb,25.0
kum,2005,Feb,9.0
ravenska vas,2005,Feb,191.0
vnajnarje,2005,Feb,22.0
eis celje,2005,Feb,7.0
eis krsko,2005,Feb,21.0
eis teb,2005,Feb,14.0
ljubljana b.,2005,Mar,11.0
maribor,2005,Mar,10.0
celje,2005,Mar,13.0
trbovlje,2005,Mar,25.0
hrastnik,2005,Mar,17.0
zagorje,2005,Mar,23.0
murska s.-rakican,2005,Mar,9.0
nova gorica,2005,Mar,12.0
sostanj,2005,Mar,14.0
topolsica,2005,Mar,7.0
veliki vrh,2005,Mar,24.0
zavodnje,2005,Mar,10.0
velenje,2005,Mar,6.0
graska gora,2005,Mar,9.0
pesje,2005,Mar,9.0
skale,2005,Mar,12.0
kovk,2005,Mar,62.0
dobovec,2005,Mar,28.0
kum,2005,Mar,14.0
ravenska vas,2005,Mar,98.0
vnajnarje,2005,Mar,11.0
eis celje,2005,Mar,5.0
eis krsko,2005,Mar,59.0
eis teb,2005,Mar,15.0
ljubljana b.,2005,Apr,4.0
maribor,2005,Apr,7.0
celje,2005,Apr,5.0
trbovlje,2005,Apr,9.0
hrastnik,2005,Apr,8.0
zagorje,2005,Apr,7.0
murska s.-rakican,2005,Apr,5.0
nova gorica,2005,Apr,9.0
sostanj,2005,Apr,17.0
topolsica,2005,Apr,3.0
veliki vrh,2005,Apr,24.0
zavodnje,2005,Apr,8.0
velenje,2005,Apr,4.0
graska gora,2005,Apr,7.0
pesje,2005,Apr,5.0
skale,2005,Apr,9.0
kovk,2005,Apr,17.0
dobovec,2005,Apr,4.0
kum,2005,Apr,1.0
ravenska vas,2005,Apr,34.0
vnajnarje,2005,Apr,5.0
eis celje,2005,Apr,1.0
eis krsko,2005,Apr,44.0
eis teb,2005,Apr,12.0
ljubljana b.,2005,Maj,2.0
maribor,2005,Maj,5.0
celje,2005,Maj,6.0
trbovlje,2005,Maj,9.0
hrastnik,2005,Maj,4.0
zagorje,2005,Maj,4.0
murska s.-rakican,2005,Maj,4.0
nova gorica,2005,Maj,7.0
sostanj,2005,Maj,8.0
topolsica,2005,Maj,3.0
veliki vrh,2005,Maj,11.0
zavodnje,2005,Maj,8.0
velenje,2005,Maj,3.0
graska gora,2005,Maj,4.0
pesje,2005,Maj,3.0
skale,2005,Maj,7.0
kovk,2005,Maj,3.0
dobovec,2005,Maj,1.0
kum,2005,Maj,1.0
ravenska vas,2005,Maj,18.0
vnajnarje,2005,Maj,3.0
eis celje,2005,Maj,1.0
eis krsko,2005,Maj,63.0
eis teb,2005,Maj,
ljubljana b.,2005,Jun,2.0
maribor,2005,Jun,4.0
celje,2005,Jun,5.0
trbovlje,2005,Jun,10.0
hrastnik,2005,Jun,8.0
zagorje,2005,Jun,5.0
murska s.-rakican,2005,Jun,2.0
nova gorica,2005,Jun,6.0
sostanj,2005,Jun,10.0
topolsica,2005,Jun,5.0
veliki vrh,2005,Jun,19.0
zavodnje,2005,Jun,9.0
velenje,2005,Jun,3.0
graska gora,2005,Jun,6.0
pesje,2005,Jun,4.0
skale,2005,Jun,8.0
kovk,2005,Jun,36.0
dobovec,2005,Jun,22.0
kum,2005,Jun,5.0
ravenska vas,2005,Jun,25.0
vnajnarje,2005,Jun,3.0
eis celje,2005,Jun,0.0
eis krsko,2005,Jun,30.0
eis teb,2005,Jun,
ljubljana b.,2005,Jul,3.0
maribor,2005,Jul,4.0
celje,2005,Jul,3.0
trbovlje,2005,Jul,16.0
hrastnik,2005,Jul,8.0
zagorje,2005,Jul,5.0
murska s.-rakican,2005,Jul,4.0
nova gorica,2005,Jul,7.0
sostanj,2005,Jul,14.0
topolsica,2005,Jul,6.0
veliki vrh,2005,Jul,28.0
zavodnje,2005,Jul,17.0
velenje,2005,Jul,4.0
graska gora,2005,Jul,5.0
pesje,2005,Jul,6.0
skale,2005,Jul,9.0
kovk,2005,Jul,45.0
dobovec,2005,Jul,40.0
kum,2005,Jul,8.0
ravenska vas,2005,Jul,16.0
vnajnarje,2005,Jul,5.0
eis celje,2005,Jul,1.0
eis krsko,2005,Jul,26.0
eis teb,2005,Jul,15.0
ljubljana b.,2005,Avg,2.0
maribor,2005,Avg,4.0
celje,2005,Avg,5.0
trbovlje,2005,Avg,9.0
hrastnik,2005,Avg,13.0
zagorje,2005,Avg,9.0
murska s.-rakican,2005,Avg,4.0
nova gorica,2005,Avg,4.0
sostanj,2005,Avg,9.0
topolsica,2005,Avg,4.0
veliki vrh,2005,Avg,43.0
zavodnje,2005,Avg,13.0
velenje,2005,Avg,3.0
graska gora,2005,Avg,7.0
pesje,2005,Avg,4.0
skale,2005,Avg,8.0
kovk,2005,Avg,40.0
dobovec,2005,Avg,43.0
kum,2005,Avg,15.0
ravenska vas,2005,Avg,15.0
vnajnarje,2005,Avg,5.0
eis celje,2005,Avg,0.0
eis krsko,2005,Avg,16.0
eis teb,2005,Avg,
ljubljana b.,2005,Sep,3.0
maribor,2005,Sep,7.0
celje,2005,Sep,7.0
trbovlje,2005,Sep,19.0
hrastnik,2005,Sep,10.0
zagorje,2005,Sep,13.0
murska s.-rakican,2005,Sep,2.0
nova gorica,2005,Sep,5.0
sostanj,2005,Sep,19.0
topolsica,2005,Sep,7.0
veliki vrh,2005,Sep,38.0
zavodnje,2005,Sep,17.0
velenje,2005,Sep,3.0
graska gora,2005,Sep,8.0
pesje,2005,Sep,5.0
skale,2005,Sep,10.0
kovk,2005,Sep,39.0
dobovec,2005,Sep,24.0
kum,2005,Sep,4.0
ravenska vas,2005,Sep,17.0
vnajnarje,2005,Sep,8.0
eis celje,2005,Sep,0.0
eis krsko,2005,Sep,24.0
eis teb,2005,Sep,
ljubljana b.,2005,Okt,4.0
maribor,2005,Okt,12.0
celje,2005,Okt,7.0
trbovlje,2005,Okt,17.0
hrastnik,2005,Okt,10.0
zagorje,2005,Okt,11.0
murska s.-rakican,2005,Okt,3.0
nova gorica,2005,Okt,7.0
sostanj,2005,Okt,5.0
topolsica,2005,Okt,4.0
veliki vrh,2005,Okt,32.0
zavodnje,2005,Okt,11.0
velenje,2005,Okt,4.0
graska gora,2005,Okt,3.0
pesje,2005,Okt,4.0
skale,2005,Okt,6.0
kovk,2005,Okt,32.0
dobovec,2005,Okt,14.0
kum,2005,Okt,3.0
ravenska vas,2005,Okt,17.0
vnajnarje,2005,Okt,10.0
eis celje,2005,Okt,
eis krsko,2005,Okt,32.0
eis teb,2005,Okt,5.0
ljubljana b.,2005,Nov,4.0
maribor,2005,Nov,9.0
celje,2005,Nov,10.0
trbovlje,2005,Nov,12.0
hrastnik,2005,Nov,11.0
zagorje,2005,Nov,7.0
murska s.-rakican,2005,Nov,5.0
nova gorica,2005,Nov,5.0
sostanj,2005,Nov,8.0
topolsica,2005,Nov,5.0
veliki vrh,2005,Nov,39.0
zavodnje,2005,Nov,10.0
velenje,2005,Nov,5.0
graska gora,2005,Nov,6.0
pesje,2005,Nov,5.0
skale,2005,Nov,7.0
kovk,2005,Nov,13.0
dobovec,2005,Nov,6.0
kum,2005,Nov,1.0
ravenska vas,2005,Nov,11.0
vnajnarje,2005,Nov,5.0
eis celje,2005,Nov,
eis krsko,2005,Nov,10.0
eis teb,2005,Nov,
ljubljana b.,2005,Dec,8.0
maribor,2005,Dec,7.0
celje,2005,Dec,13.0
trbovlje,2005,Dec,16.0
hrastnik,2005,Dec,10.0
zagorje,2005,Dec,8.0
murska s.-rakican,2005,Dec,6.0
nova gorica,2005,Dec,6.0
sostanj,2005,Dec,5.0
